Timestamp
7, 0
4955, 1
4981, 1
4981, 1
4995, 1
4995, 1
5008, 1
5008, 1
5021, 1
5021, 1
5034, 1
5034, 1
5049, 1
5049, 1
5062, 1
5062, 1
5075, 1
5075, 1
5089, 1
5089, 1
5102, 1
5102, 1
5116, 1
5116, 1
5130, 1
5130, 1
5144, 1
5144, 1
5158, 1
5158, 1
5172, 1
5172, 1
5186, 1
5186, 1
5200, 1
5200, 1
5214, 1
5214, 1
5228, 1
5228, 1
5242, 1
5242, 1
5256, 1
5256, 1
5270, 1
5270, 1
5284, 1
5284, 1
5297, 1
5297, 1
5312, 1
5312, 1
5326, 1
5326, 1
5340, 1
5340, 1
5353, 1
5353, 1
5367, 1
5367, 1
5381, 1
5381, 1
5395, 1
5395, 1
5409, 1
5409, 1
5423, 1
5423, 1
5436, 1
5436, 1
5451, 1
5451, 1
5465, 1
5465, 1
5478, 1
5478, 1
5493, 1
5493, 1
5507, 1
5507, 1
5521, 1
5521, 1
5534, 1
5534, 1
5549, 1
5549, 1
5563, 1
5563, 1
5576, 1
5576, 1
5591, 1
5591, 1
5605, 1
5605, 1
5618, 1
5618, 1
5633, 1
5633, 1
5647, 1
5647, 1
5660, 1
5660, 1
5674, 1
5674, 1
5689, 1
5689, 1
5702, 1
5702, 1
5716, 1
5716, 1
5731, 1
5731, 1
5743, 1
5743, 1
5756, 1
5756, 1
5771, 1
5771, 1
5785, 1
5785, 1
5799, 1
5799, 1
5813, 1
5813, 1
5827, 1
5827, 1
5842, 1
5842, 1
5856, 1
5856, 1
5867, 1
5867, 1
5881, 1
5881, 1
5895, 1
5895, 1
5910, 1
5910, 1
5924, 1
5924, 1
5937, 1
5937, 1
5952, 1
5952, 1
5966, 1
5966, 1
5980, 1
5980, 1
5993, 1
5993, 1
6008, 1
6008, 1
6021, 1
6021, 1
6035, 1
6035, 1
6049, 1
6049, 1
6063, 1
6063, 1
6077, 1
6077, 1
6091, 1
6091, 1
6105, 1
6106, 1
6119, 1
6119, 1
6133, 1
6133, 1
6147, 1
6147, 1
6161, 1
6161, 1
6175, 1
6175, 1
6189, 1
6189, 1
6203, 1
6203, 1
6217, 1
6217, 1
6231, 1
6231, 1
6245, 1
6245, 1
6259, 1
6259, 1
6273, 1
6273, 1
6287, 1
6287, 1
6301, 1
6301, 1
6315, 1
6315, 1
6329, 1
6329, 1
6343, 1
6343, 1
6357, 1
6357, 1
6371, 1
6371, 1
6385, 1
6385, 1
6399, 1
6399, 1
6413, 1
6413, 1
6427, 1
6427, 1
6441, 1
6441, 1
6454, 1
6454, 1
6469, 1
6469, 1
6482, 1
6482, 1
6496, 1
6496, 1
6510, 1
6510, 1
6525, 1
6525, 1
6538, 1
6538, 1
6552, 1
6552, 1
6566, 1
6566, 1
6580, 1
6580, 1
6594, 1
6594, 1
6608, 1
6608, 1
6622, 1
6622, 1
6635, 1
6635, 1
6650, 1
6650, 1
6664, 1
6664, 1
6677, 1
6677, 1
6692, 1
6692, 1
6706, 1
6706, 1
6719, 1
6719, 1
6734, 1
6734, 1
6748, 1
6748, 1
6762, 1
6762, 1
6775, 1
6775, 1
6790, 1
6790, 1
6804, 1
6804, 1
6817, 1
6817, 1
6831, 1
6831, 1
6846, 1
6846, 1
6859, 1
6859, 1
6873, 1
6873, 1
6887, 1
6887, 1
6901, 1
6901, 1
6915, 1
6915, 1
6929, 1
6929, 1
6943, 1
6943, 1
6956, 1
6956, 1
6971, 1
6971, 1
6984, 1
6984, 1
6997, 1
6997, 1
7012, 1
7012, 1
7025, 1
7025, 1
7038, 1
7038, 1
7053, 1
7053, 1
7067, 1
7067, 1
7081, 1
7081, 1
7094, 1
7094, 1
7109, 1
7109, 1
7123, 1
7123, 1
7137, 1
7137, 1
7151, 1
7151, 1
7165, 1
7165, 1
7179, 1
7179, 1
7193, 1
7193, 1
7207, 1
7207, 1
7221, 1
7221, 1
7235, 1
7235, 1
7249, 1
7249, 1
7263, 1
7263, 1
7277, 1
7277, 1
7291, 1
7291, 1
7305, 1
7305, 1
7318, 1
7318, 1
7333, 1
7333, 1
7347, 1
7347, 1
7360, 1
7360, 1
7375, 1
7375, 1
7389, 1
7389, 1
7403, 1
7403, 1
7416, 1
7416, 1
7431, 1
7431, 1
7445, 1
7445, 1
7458, 1
7458, 1
7473, 1
7473, 1
7487, 1
7487, 1
7500, 1
7500, 1
7514, 1
7514, 1
7528, 1
7528, 1
7542, 1
7542, 1
7543, 2
10398, 1
10429, 1
10429, 1
10454, 1
10454, 1
10484, 1
10484, 1
10509, 1
10509, 1
10539, 1
10539, 1
10568, 1
10568, 1
10598, 1
10598, 1
10628, 1
10628, 1
10658, 1
10658, 1
10687, 1
10687, 1
10716, 1
10716, 1
10745, 1
10745, 1
10774, 1
10774, 1
10802, 1
10802, 1
10830, 1
10830, 1
10859, 1
10859, 1
10886, 1
10886, 1
10915, 1
10915, 1
10943, 1
10943, 1
10970, 1
10970, 1
10995, 1
10995, 1
11022, 1
11022, 1
11051, 1
11051, 1
11080, 1
11080, 1
11108, 1
11108, 1
11137, 1
11137, 1
11165, 1
11165, 1
11193, 1
11193, 1
11222, 1
11222, 1
11250, 1
11250, 1
11278, 1
11278, 1
11305, 1
11306, 1
11331, 1
11331, 1
11344, 1
11344, 1
11357, 1
11357, 1
11371, 1
11371, 1
11384, 1
11384, 1
11397, 1
11397, 1
11411, 1
11411, 1
11424, 1
11424, 1
11438, 1
11438, 1
11453, 1
11453, 1
11467, 1
11467, 1
11482, 1
11482, 1
11507, 1
11507, 1
11525, 1
11525, 1
11537, 1
11537, 1
11565, 1
11565, 1
11594, 1
11594, 1
11622, 1
11622, 1
11646, 1
11646, 1
11671, 1
11671, 1
11695, 1
11695, 1
11720, 1
11720, 1
11746, 1
11746, 1
11774, 1
11774, 1
11802, 1
11802, 1
11830, 1
11830, 1
11856, 1
11856, 1
11882, 1
11882, 1
11910, 1
11910, 1
11939, 1
11939, 1
11967, 1
11967, 1
11998, 1
11998, 1
12025, 1
12025, 1
12053, 1
12053, 1
12079, 1
12079, 1
12107, 1
12107, 1
12136, 1
12136, 1
12164, 1
12164, 1
12193, 1
12193, 1
12222, 1
12222, 1
12250, 1
12250, 1
12278, 1
12278, 1
12306, 1
12306, 1
12334, 1
12334, 1
12361, 1
12361, 1
12389, 1
12389, 1
12418, 1
12418, 1
12446, 1
12446, 1
12474, 1
12474, 1
12502, 1
12502, 1
12529, 1
12530, 1
12558, 1
12558, 1
12585, 1
12585, 1
12599, 1
12599, 1
12614, 1
12614, 1
12628, 1
12628, 1
12642, 1
12642, 1
12655, 1
12655, 1
12669, 1
12669, 1
12683, 1
12683, 1
12695, 1
12695, 1
12710, 1
12710, 1
12738, 1
12738, 1
12753, 1
12753, 1
12766, 1
12766, 1
12778, 1
12778, 1
12821, 1
12821, 1
12837, 1
12837, 1
12865, 1
12865, 1
12891, 1
12891, 1
12917, 1
12917, 1
12944, 1
12944, 1
12971, 1
12971, 1
13000, 1
13000, 1
13027, 1
13027, 1
13055, 1
13055, 1
13082, 1
13082, 1
13110, 1
13110, 1
13138, 1
13138, 1
13166, 1
13166, 1
13195, 1
13195, 1
13222, 1
13222, 1
13251, 1
13251, 1
13279, 1
13279, 1
13306, 1
13306, 1
13335, 1
13335, 1
13362, 1
13362, 1
13390, 1
13390, 1
13419, 1
13419, 1
13447, 1
13447, 1
13475, 1
13475, 1
13503, 1
13503, 1
13530, 1
13530, 1
13559, 1
13559, 1
13586, 1
13586, 1
13614, 1
13614, 1
13642, 1
13642, 1
13669, 1
13669, 1
13698, 1
13698, 1
13725, 1
13725, 1
13754, 1
13754, 1
13781, 1
13781, 1
13809, 1
13809, 1
13823, 1
13823, 1
13836, 1
13836, 1
13852, 1
13852, 1
13867, 1
13867, 1
13881, 1
13881, 1
13894, 1
13894, 1
13909, 1
13909, 1
13923, 1
13923, 1
13936, 1
13936, 1
13951, 1
13951, 1
13965, 1
13965, 1
13978, 1
13978, 1
13990, 1
13990, 1
14004, 1
14004, 1
14031, 1
14031, 1
14047, 1
14047, 1
14060, 1
14060, 1
14073, 1
14073, 1
14101, 1
14101, 1
14116, 1
14116, 1
14130, 1
14130, 1
14156, 1
14156, 1
14182, 1
14182, 1
14210, 1
14210, 1
14241, 1
14241, 1
14264, 1
14264, 1
14287, 1
14287, 1
14313, 1
14313, 1
14337, 1
14337, 1
14363, 1
14363, 1
14390, 1
14390, 1
14418, 1
14418, 1
14446, 1
14446, 1
14474, 1
14474, 1
14474, 2
18121, 1
18149, 1
18149, 1
18178, 1
18178, 1
18202, 1
18202, 1
18227, 1
18227, 1
