Timestamp, X_Position, Y_Position, Z_Position, Q0_Rotation, Q1_Rotation, Q2_Rotation, Q3_Rotation, X_Velocity, Y_Velocity, Z_Velocity, X_Accel, Y_Accel, Z_Accel
17749,0.02648445,1.162057,-0.05991517,0.001633688,0.004729432,0.01484881,0.9998773,0,0,0,0,0,0
17777,0.02675857,1.162028,-0.05977187,0.001406362,0.004889375,0.01459614,0.9998806,0,0,0,0,0,0
17793,0.0270451,1.161988,-0.05951278,0.001214659,0.005089271,0.01404642,0.9998876,0,0,0,0,0,0
17806,0.0272522,1.162004,-0.05936908,0.001292056,0.005287935,0.01420243,0.9998844,0,0,0,0,0,0
17818,0.02747416,1.162005,-0.05923096,0.001420533,0.005196391,0.01402232,0.9998872,0,0,0,0,0,0
17848,0.02787838,1.161869,-0.05905731,0.002651731,0.005278831,0.01282244,0.9999003,0,0,0,0,0,0
17876,0.02828581,1.161701,-0.05893219,0.003040414,0.005628902,0.01252999,0.9999011,0,0,0,0,0,0
17902,0.02895369,1.161494,-0.05850103,0.00361217,0.005599821,0.01256516,0.9998989,0,0,0,0,0,0
17927,0.02882311,1.161568,-0.0585022,0.003249919,0.005221135,0.01289674,0.999898,0,0,0,0,0,0
17955,0.02896619,1.161528,-0.05837689,0.003667892,0.00446033,0.01280569,0.9999014,0,0,0,0,0,0
17982,0.02910259,1.161547,-0.05822698,0.003914942,0.003689107,0.01310504,0.9998997,0,0,0,0,0,0
18010,0.02912772,1.161749,-0.05791993,0.002618706,0.00343248,0.01309553,0.9999049,0,0,0,0,0,0
18038,0.02925992,1.161794,-0.05771412,0.002806731,0.00314746,0.01353661,0.9998995,0,0,0,0,0,0
18066,0.02940929,1.161624,-0.05761169,0.003829184,0.002908303,0.01302872,0.9999036,0,0,0,0,0,0
18094,0.02963432,1.161571,-0.05750214,0.004037249,0.00288563,0.01278812,0.9999059,0,0,0,0,0,0
18122,0.02991029,1.161628,-0.05732397,0.003629768,0.002826258,0.01271982,0.9999086,0,0,0,0,0,0
18150,0.03011964,1.161694,-0.05712416,0.003080847,0.002999497,0.01218343,0.9999166,0,0,0,0,0,0
18178,0.03040135,1.161573,-0.05705576,0.003554291,0.0033989,0.01147564,0.9999221,0,0,0,0,0,0
18202,0.03059113,1.161376,-0.05698892,0.004567543,0.003999586,0.01136317,0.999917,0,0,0,0,0,0
18228,0.03070415,1.1613,-0.05688382,0.004913548,0.003818925,0.01168629,0.9999124,0,0,0,0,0,0
18256,0.03074256,1.161312,-0.0567576,0.004052403,0.003138318,0.01065906,0.9999301,0,0,0,0,0,0
18284,0.03077529,1.161249,-0.05675589,0.004066391,0.002256628,0.01136729,0.9999246,0,0,0,0,0,0
18313,0.03103682,1.161215,-0.05709959,0.004319449,0.002273392,0.01077578,0.99993,0,0,0,0,0,0
18343,0.03147375,1.161022,-0.05772628,0.004773813,0.002804205,0.01061454,0.9999284,0,0,0,0,0,0
18371,0.0318554,1.161043,-0.05848307,0.004177344,0.002684743,0.01033609,0.9999343,0,0,0,0,0,0
18401,0.03239207,1.160963,-0.05944202,0.003567295,0.003458132,0.009043569,0.9999468,0,0,0,0,0,0
18428,0.03277194,1.161456,-0.05959,0.00341808,0.005182939,0.007227566,0.9999546,0,0,0,0,0,0
18457,0.03310139,1.161484,-0.05990389,0.001783638,0.00679488,0.007624962,0.9999463,0,0,0,0,0,0
18485,0.03317045,1.161495,-0.06001555,0.002921364,0.006948063,0.007618184,0.9999426,0,0,0,0,0,0
18513,0.03297459,1.161406,-0.06023417,0.003202532,0.004924174,0.008321712,0.9999481,0,0,0,0,0,0
18542,0.03284765,1.161124,-0.06072078,0.004690248,0.001048098,0.009339135,0.9999449,0,0,0,0,0,0
18570,0.03291813,1.160812,-0.06141338,0.005038799,-0.001264457,0.008919711,0.9999467,0,0,0,0,0,0
18598,0.0334214,1.160808,-0.06240732,0.004220101,-0.001462944,0.008059564,0.9999576,0,0,0,0,0,0
18625,0.03370353,1.160684,-0.06319172,0.003363035,-0.0009465972,0.008231154,0.99996,0,0,0,0,0,0
18653,0.03394831,1.161028,-0.06424889,0.004041146,-0.0007332309,0.009018251,0.9999509,0,0,0,0,0,0
18682,0.03419051,1.161468,-0.0649738,0.002184575,-0.0007268639,0.009880438,0.9999486,0,0,0,0,0,0
18710,0.03442701,1.161833,-0.06571743,-0.0006497431,-0.000847252,0.009308096,0.9999561,0,0,0,0,0,0
18739,0.03473351,1.162134,-0.06641635,-0.001824521,-0.0002892721,0.00916323,0.9999563,0,0,0,0,0,0
18765,0.03531846,1.162084,-0.06722436,-0.002485274,0.0003959282,0.01070332,0.9999396,0,0,0,0,0,0
18793,0.03567128,1.162048,-0.06782398,-0.002230427,0.001019503,0.01040983,0.9999429,0,0,0,0,0,0
18821,0.03610032,1.162339,-0.06816179,-0.003196215,0.001708953,0.009665572,0.9999468,0,0,0,0,0,0
18835,0.03621475,1.162208,-0.06826462,-0.003976757,0.00227585,0.00898777,0.9999492,0,0,0,0,0,0
18849,0.03626795,1.162154,-0.06833525,-0.003355957,0.002172497,0.008619256,0.9999549,0,0,0,0,0,0
18864,0.03638518,1.16196,-0.06852856,-0.003140055,0.002687467,0.008027662,0.9999593,0,0,0,0,0,0
18878,0.03667976,1.161885,-0.06891337,-0.002400783,0.00336535,0.007420467,0.9999639,0,0,0,0,0,0
18892,0.03683095,1.161896,-0.06898911,-0.001788836,0.00362507,0.007807589,0.9999614,0,0,0,0,0,0
18906,0.03703975,1.161961,-0.06923813,-0.001801946,0.003692248,0.00808304,0.9999589,0,0,0,0,0,0
18919,0.0371514,1.161997,-0.06924031,-0.002297567,0.003827278,0.008002828,0.999958,0,0,0,0,0,0
18931,0.0372323,1.162047,-0.06923187,-0.002542975,0.003916393,0.007741489,0.9999592,0,0,0,0,0,0
18960,0.03727619,1.162049,-0.06917752,-0.002446574,0.003861202,0.007053259,0.9999647,0,0,0,0,0,0
18974,0.03749346,1.162033,-0.0692594,-0.002204672,0.004309739,0.006917575,0.9999644,0,0,0,0,0,0
19001,0.03754367,1.162222,-0.06904428,-0.00316513,0.004809797,0.006635622,0.9999614,0,0,0,0,0,0
19029,0.0376719,1.162686,-0.06859016,-0.005701221,0.005447755,0.007260855,0.9999426,0,0,0,0,0,0
19041,0.03783517,1.163038,-0.06823037,-0.007241656,0.005821782,0.009091202,0.9999155,0,0,0,0,0,0
19055,0.03783271,1.163177,-0.06791908,-0.007638407,0.005403423,0.009835661,0.9999079,0,0,0,0,0,0
19069,0.03776048,1.163182,-0.06766818,-0.007584062,0.005007824,0.008614657,0.9999216,0,0,0,0,0,0
19081,0.03767702,1.16317,-0.06743149,-0.007179115,0.004779952,0.007717794,0.999933,0,0,0,0,0,0
19093,0.03762013,1.163191,-0.06718158,-0.00682622,0.005038652,0.00723098,0.9999378,0,0,0,0,0,0
19107,0.03758209,1.163309,-0.06686016,-0.007191864,0.005483022,0.006753912,0.9999363,0,0,0,0,0,0
19120,0.03757191,1.163392,-0.06666688,-0.007807505,0.005865327,0.007062938,0.9999274,0,0,0,0,0,0
19147,0.03759572,1.163607,-0.06588721,-0.00876697,0.005528159,0.01041074,0.9998921,0,0,0,0,0,0
19162,0.0374943,1.163705,-0.0650821,-0.009476786,0.005032136,0.01150491,0.9998763,0,0,0,0,0,0
19174,0.03730902,1.163699,-0.06438498,-0.009753103,0.004249252,0.01120769,0.9998806,0,0,0,0,0,0
19188,0.03739922,1.163786,-0.06450994,-0.008907607,0.004023888,0.01039061,0.9998983,0,0,0,0,0,0
19201,0.03754394,1.163761,-0.06410519,-0.008802854,0.003970333,0.009725669,0.9999061,0,0,0,0,0,0
19227,0.03758598,1.163925,-0.06364118,-0.008344647,0.005227422,0.008394344,0.9999164,0,0,0,0,0,0
19243,0.03783068,1.164103,-0.0627185,-0.008524016,0.00543059,0.009423327,0.9999045,0,0,0,0,0,0
19254,0.03818058,1.164022,-0.06196028,-0.008686966,0.005952639,0.0129657,0.9998606,0,0,0,0,0,0
19268,0.03815623,1.163959,-0.06197933,-0.008705425,0.005878468,0.01215702,0.999871,0,0,0,0,0,0
19296,0.03824328,1.163797,-0.06180788,-0.008067455,0.006607767,0.00967915,0.9998988,0,0,0,0,0,0
19324,0.03850643,1.163725,-0.06089974,-0.005351294,0.009185196,0.0080073,0.9999115,0,0,0,0,0,0
19338,0.03865365,1.164106,-0.05944113,-0.00420003,0.01155009,0.007315136,0.9998977,0,0,0,0,0,0
19362,0.03827286,1.164374,-0.05906414,-0.007368898,0.01031047,0.01019057,0.9998679,0,0,0,0,0,0
19390,0.03793069,1.164171,-0.05826191,-0.009850836,0.008310492,0.0105162,0.9998617,0,0,0,0,0,0
19415,0.0377712,1.163775,-0.05809042,-0.007535999,0.006970266,0.008989173,0.9999069,0,0,0,0,0,0
19438,0.03777391,1.163712,-0.05766541,-0.004581886,0.006728984,0.009325331,0.9999234,0,0,0,0,0,0
19462,0.03786728,1.164011,-0.0575867,-0.005517764,0.006653579,0.01024402,0.9999102,0,0,0,0,0,0
19486,0.03785273,1.164204,-0.0570529,-0.006469192,0.006524174,0.01052794,0.9999024,0,0,0,0,0,0
19512,0.03776587,1.164117,-0.05654774,-0.006738226,0.006856922,0.00983756,0.9999054,0,0,0,0,0,0
19539,0.03796927,1.163834,-0.05657803,-0.004684722,0.008768336,0.009438729,0.9999061,0,0,0,0,0,0
19567,0.03832871,1.163874,-0.05660591,-0.004717045,0.0117157,0.01015174,0.9998688,0,0,0,0,0,0
19596,0.03862772,1.164238,-0.0563852,-0.007455002,0.01360425,0.01182967,0.9998097,0,0,0,0,0,0
19623,0.03878621,1.164613,-0.05634426,-0.008813847,0.01271497,0.01271878,0.9997994,0,0,0,0,0,0
19652,0.03885995,1.164655,-0.05644543,-0.008656939,0.01121573,0.01108995,0.9998382,0,0,0,0,0,0
19680,0.03915733,1.164487,-0.05673373,-0.007312557,0.01056748,0.009405862,0.9998733,0,0,0,0,0,0
19708,0.03968261,1.164585,-0.05686977,-0.008175195,0.01163253,0.008875213,0.9998596,0,0,0,0,0,0
19736,0.04034171,1.16476,-0.05696546,-0.00928286,0.01336525,0.009466163,0.9998228,0,0,0,0,0,0
19763,0.04093277,1.164727,-0.05718566,-0.009157697,0.01515712,0.008625587,0.999806,0,0,0,0,0,0
19792,0.04136539,1.164733,-0.05740827,-0.009216357,0.01621026,0.008885172,0.9997867,0,0,0,0,0,0
19821,0.04157288,1.164822,-0.05748497,-0.009691829,0.01623808,0.008828273,0.9997822,0,0,0,0,0,0
19848,0.04163493,1.16508,-0.05730944,-0.01063461,0.01531518,0.008317784,0.9997916,0,0,0,0,0,0
19877,0.04167226,1.165036,-0.05728083,-0.01030628,0.01463945,0.008585423,0.9998029,0,0,0,0,0,0
19904,0.04171679,1.164776,-0.0573348,-0.008498443,0.01419055,0.008590574,0.9998263,0,0,0,0,0,0
19932,0.04178922,1.164612,-0.05735397,-0.007834345,0.01408049,0.008477167,0.9998342,0,0,0,0,0,0
19961,0.04188515,1.164605,-0.05729702,-0.008200856,0.01412266,0.008683538,0.999829,0,0,0,0,0,0
19988,0.04204684,1.164688,-0.05719211,-0.008512459,0.01426538,0.008868961,0.9998227,0,0,0,0,0,0
20016,0.04210991,1.164525,-0.05718505,-0.008347792,0.01443948,0.008656082,0.9998235,0,0,0,0,0,0
20044,0.04218232,1.164381,-0.05708559,-0.007325421,0.01406151,0.0100193,0.9998241,0,0,0,0,0,0
20072,0.04200713,1.164327,-0.05705053,-0.007363997,0.01260588,0.009677562,0.9998466,0,0,0,0,0,0
20101,0.04184971,1.164575,-0.05682608,-0.008910626,0.01183484,0.00838141,0.9998552,0,0,0,0,0,0
20128,0.04191478,1.164659,-0.05670381,-0.0084023,0.01224514,0.008428453,0.9998543,0,0,0,0,0,0
20157,0.04204826,1.164501,-0.05662379,-0.007981013,0.0128725,0.008663223,0.9998478,0,0,0,0,0,0
20185,0.04221182,1.164521,-0.0564818,-0.007718354,0.0133672,0.008598013,0.999844,0,0,0,0,0,0
20213,0.04210839,1.164555,-0.05628883,-0.008449242,0.01279844,0.008065047,0.9998499,0,0,0,0,0,0
20241,0.04206323,1.164566,-0.05618294,-0.008327667,0.01177307,0.007265309,0.9998696,0,0,0,0,0,0
20254,0.04206172,1.164546,-0.05611699,-0.008206378,0.01179856,0.006901268,0.9998729,0,0,0,0,0,0
