Timestamp, X_Position, Y_Position, Z_Position, Q0_Rotation, Q1_Rotation, Q2_Rotation, Q3_Rotation, X_Velocity, Y_Velocity, Z_Velocity, X_Accel, Y_Accel, Z_Accel
3170,0.02051969,1.144651,0.02047648,0.07735781,0.0298724,0.01437867,0.996452,0,0,0,0,0,0
3205,0.02061756,1.145167,0.01990832,0.07580738,0.02841563,0.01403509,0.9966187,0,0,0,0,0,0
3216,0.02064139,1.145339,0.0193422,0.07285933,0.02795146,0.01334929,0.9968611,0,0,0,0,0,0
3228,0.02074007,1.1458,0.01825454,0.07117061,0.0271931,0.01287388,0.9970103,0,0,0,0,0,0
3243,0.02060267,1.146108,0.01734359,0.06956078,0.02675735,0.01214688,0.9971448,0,0,0,0,0,0
3256,0.02051662,1.14615,0.01692396,0.06881962,0.02652646,0.01244986,0.9971987,0,0,0,0,0,0
3270,0.02046327,1.146179,0.01655832,0.06827637,0.02650764,0.0134568,0.9972234,0,0,0,0,0,0
3283,0.02040814,1.146581,0.01602726,0.0682501,0.02639002,0.01412163,0.9972191,0,0,0,0,0,0
3296,0.02047522,1.146447,0.01610024,0.06795831,0.02649824,0.01487862,0.9972252,0,0,0,0,0,0
3310,0.02044702,1.146641,0.01560474,0.06740802,0.02630869,0.01581975,0.9972531,0,0,0,0,0,0
3324,0.02040187,1.146628,0.0151738,0.06697014,0.0261307,0.01634319,0.9972789,0,0,0,0,0,0
3337,0.02033267,1.14672,0.01475008,0.06667093,0.02570085,0.01626022,0.9973114,0,0,0,0,0,0
3351,0.02031389,1.146731,0.01429189,0.06647092,0.02501218,0.01633894,0.997341,0,0,0,0,0,0
3365,0.02033807,1.146731,0.01382136,0.06672634,0.02412483,0.01622631,0.9973477,0,0,0,0,0,0
3378,0.02023782,1.146598,0.01344708,0.06689866,0.02346632,0.01610786,0.9973537,0,0,0,0,0,0
3392,0.02012108,1.146402,0.01306746,0.06718577,0.02265372,0.0153789,0.9973647,0,0,0,0,0,0
3406,0.02004074,1.146173,0.01276561,0.06763975,0.02164495,0.01438406,0.9973713,0,0,0,0,0,0
3420,0.01990838,1.146034,0.01259275,0.06824652,0.02013795,0.01322699,0.9973776,0,0,0,0,0,0
3434,0.01976525,1.145855,0.01245111,0.06913523,0.01788596,0.01255622,0.9973679,0,0,0,0,0,0
3448,0.01964114,1.145685,0.01243972,0.07002696,0.01544135,0.01162317,0.9973578,0,0,0,0,0,0
3462,0.01949704,1.145745,0.01254846,0.0710398,0.01311826,0.009851111,0.9973386,0,0,0,0,0,0
3476,0.01942517,1.145594,0.01223635,0.07066399,0.01154414,0.007952798,0.9974017,0,0,0,0,0,0
3490,0.01943474,1.145581,0.01238538,0.07004071,0.01097094,0.007223528,0.9974577,0,0,0,0,0,0
3504,0.01966766,1.14562,0.01252567,0.06804718,0.01187695,0.007510769,0.9975832,0,0,0,0,0,0
3517,0.0200134,1.14573,0.0124444,0.06757487,0.01350867,0.008005865,0.9975907,0,0,0,0,0,0
3532,0.02041522,1.146187,0.01204858,0.06694049,0.01547816,0.008888767,0.9975973,0,0,0,0,0,0
3546,0.02145165,1.147974,0.01102236,0.06351542,0.01791095,0.01037937,0.9977661,0,0,0,0,0,0
3559,0.02201167,1.148565,0.01032503,0.05844787,0.02080184,0.01160476,0.9980062,0,0,0,0,0,0
3573,0.02236459,1.1492,0.009495873,0.05457249,0.02318312,0.0115645,0.9981737,0,0,0,0,0,0
3588,0.0226696,1.149615,0.008543239,0.05168872,0.02504896,0.01075574,0.9982911,0,0,0,0,0,0
3602,0.02283156,1.149876,0.00757849,0.05004873,0.02648827,0.00967954,0.9983485,0,0,0,0,0,0
3615,0.0228751,1.149549,0.006890318,0.04869066,0.02719693,0.008711293,0.9984056,0,0,0,0,0,0
3629,0.02282804,1.149323,0.005985098,0.05013332,0.0261677,0.008474339,0.9983637,0,0,0,0,0,0
3643,0.02291036,1.149448,0.00511107,0.05327409,0.02375939,0.009230758,0.9982546,0,0,0,0,0,0
3656,0.02285302,1.149377,0.004625998,0.05533293,0.02117333,0.008729497,0.9982053,0,0,0,0,0,0
3670,0.0227122,1.149248,0.004406129,0.05602036,0.01883483,0.006508243,0.9982308,0,0,0,0,0,0
3684,0.02258689,1.14919,0.004180151,0.05672306,0.01634075,0.004213841,0.9982473,0,0,0,0,0,0
3698,0.02257666,1.148887,0.003970195,0.05759615,0.01417772,0.003152577,0.9982343,0,0,0,0,0,0
3712,0.02261874,1.148726,0.003624176,0.05964372,0.01261005,0.002949531,0.9981357,0,0,0,0,0,0
3726,0.02266801,1.1484,0.003464815,0.06091209,0.01201858,0.003311385,0.9980653,0,0,0,0,0,0
3739,0.0226169,1.14802,0.00322865,0.06153691,0.01210972,0.003893773,0.9980237,0,0,0,0,0,0
3754,0.02248582,1.147807,0.002795963,0.06215533,0.01226008,0.004133484,0.9979827,0,0,0,0,0,0
3768,0.02235749,1.147576,0.002312965,0.06292219,0.01251762,0.004699423,0.9979289,0,0,0,0,0,0
3782,0.02204312,1.147568,0.001819838,0.0637954,0.01304203,0.004952757,0.9978655,0,0,0,0,0,0
3795,0.02181409,1.14774,0.001329859,0.06402364,0.01361954,0.005593305,0.9978398,0,0,0,0,0,0
3813,0.02155963,1.147979,0.0008127348,0.0634341,0.01399816,0.006846691,0.9978644,0,0,0,0,0,0
3824,0.02113352,1.148236,0.000365152,0.06240726,0.01417009,0.007890621,0.997919,0,0,0,0,0,0
3836,0.02075336,1.148463,-0.0001411625,0.06128693,0.01382848,0.009143976,0.9979825,0,0,0,0,0,0
3851,0.02029111,1.148619,-0.0006275073,0.06017724,0.01313514,0.01024758,0.9980487,0,0,0,0,0,0
3865,0.01979268,1.148752,-0.001140254,0.05946356,0.01203779,0.0109809,0.9980975,0,0,0,0,0,0
3878,0.01925586,1.148889,-0.001546156,0.05898366,0.01094071,0.01119895,0.9981362,0,0,0,0,0,0
3893,0.01881963,1.149092,-0.001951228,0.05885125,0.009650585,0.01110193,0.9981584,0,0,0,0,0,0
3907,0.01837622,1.149197,-0.002265907,0.0582987,0.00864821,0.01118218,0.9981991,0,0,0,0,0,0
3921,0.0179888,1.149312,-0.002573494,0.05789918,0.007607756,0.01178911,0.9982238,0,0,0,0,0,0
3934,0.01758692,1.149278,-0.002739956,0.05711736,0.006340333,0.01242102,0.9982701,0,0,0,0,0,0
3949,0.01718316,1.1491,-0.00302419,0.05660143,0.004930699,0.01288087,0.9983016,0,0,0,0,0,0
3963,0.0168562,1.149152,-0.00341205,0.05715794,0.003454867,0.01365799,0.9982657,0,0,0,0,0,0
3976,0.01662765,1.14902,-0.003773608,0.05759952,0.002052098,0.01458469,0.9982312,0,0,0,0,0,0
3990,0.01624507,1.14913,-0.003988124,0.05804333,0.001344544,0.01444207,0.9982087,0,0,0,0,0,0
4003,0.01605299,1.149375,-0.004161268,0.0578074,0.0006032566,0.01410238,0.998228,0,0,0,0,0,0
4017,0.01586842,1.149525,-0.00425018,0.05685611,1.222772E-05,0.01415766,0.998282,0,0,0,0,0,0
4031,0.01568502,1.149748,-0.004304113,0.05558811,-0.0003427475,0.01410433,0.9983542,0,0,0,0,0,0
4045,0.01546374,1.1498,-0.004401072,0.0541676,-0.0006583861,0.01391778,0.9984347,0,0,0,0,0,0
4058,0.01530982,1.149746,-0.004592539,0.05328965,-0.001135967,0.01404366,0.9984797,0,0,0,0,0,0
4073,0.01509238,1.149653,-0.004783571,0.05345595,-0.001451289,0.01433442,0.9984663,0,0,0,0,0,0
4087,0.01483474,1.149888,-0.005052087,0.05475817,-0.001755997,0.01468911,0.9983901,0,0,0,0,0,0
4109,0.01472007,1.149848,-0.00527094,0.05530261,-0.001893338,0.01517325,0.9983525,0,0,0,0,0,0
4132,0.01461641,1.149629,-0.005506176,0.05627852,-0.001513974,0.01443086,0.9983097,0,0,0,0,0,0
4145,0.01430105,1.14952,-0.005946803,0.05751177,-0.001508574,0.01461899,0.9982367,0,0,0,0,0,0
4159,0.01411812,1.149511,-0.006157799,0.0571769,-0.00143177,0.01510331,0.9982488,0,0,0,0,0,0
4184,0.01380108,1.149872,-0.00639955,0.05620465,-0.001199219,0.01584884,0.9982927,0,0,0,0,0,0
4197,0.01330233,1.150081,-0.006720447,0.05497555,-0.001236121,0.01697591,0.9983426,0,0,0,0,0,0
4212,0.01303597,1.150469,-0.006896756,0.05337655,-0.001801132,0.01806374,0.9984095,0,0,0,0,0,0
4226,0.01298125,1.151431,-0.006864848,0.05135407,-0.002312101,0.01978419,0.9984819,0,0,0,0,0,0
4239,0.01285239,1.152827,-0.006456213,0.04776603,-0.002521037,0.02093383,0.998636,0,0,0,0,0,0
4254,0.01256443,1.153978,-0.006090588,0.04085454,-0.002843468,0.0211248,0.9989377,0,0,0,0,0,0
4268,0.01211946,1.153956,-0.005769238,0.03310389,-0.003726118,0.01862302,0.9992715,0,0,0,0,0,0
4282,0.01194207,1.153504,-0.006227825,0.02949307,-0.003731033,0.01446064,0.9994534,0,0,0,0,0,0
4296,0.01225805,1.153119,-0.006932477,0.03050841,-0.001981274,0.01180023,0.9994629,0,0,0,0,0,0
4310,0.01277464,1.152709,-0.007494976,0.03306426,0.0009557017,0.01112201,0.9993909,0,0,0,0,0,0
4330,0.01250963,1.153332,-0.007398324,0.03728947,0.006215938,0.01297352,0.9992009,0,0,0,0,0,0
4352,0.0135125,1.151967,-0.008817649,0.04160375,0.01195483,0.01636535,0.9989287,0,0,0,0,0,0
4367,0.01385925,1.151787,-0.01000563,0.04322511,0.01798138,0.01645698,0.998768,0,0,0,0,0,0
4382,0.0140192,1.151989,-0.01069662,0.04317844,0.02033536,0.01625603,0.9987282,0,0,0,0,0,0
4395,0.01410556,1.151743,-0.01141124,0.04239086,0.02210491,0.01668571,0.9987172,0,0,0,0,0,0
4409,0.01415909,1.151857,-0.01238758,0.04285783,0.02340013,0.01681937,0.9986655,0,0,0,0,0,0
4423,0.01424231,1.151916,-0.01334448,0.04351478,0.02457718,0.01653262,0.9986136,0,0,0,0,0,0
4436,0.01413591,1.152166,-0.01435232,0.04394045,0.02561397,0.01535384,0.9985877,0,0,0,0,0,0
4450,0.01408045,1.152303,-0.01531506,0.04348873,0.0261692,0.01436581,0.9986078,0,0,0,0,0,0
