Timestamp, X_Position, Y_Position, Z_Position, Q0_Rotation, Q1_Rotation, Q2_Rotation, Q3_Rotation, X_Velocity, Y_Velocity, Z_Velocity, X_Accel, Y_Accel, Z_Accel, Trigger, Grip
2892,-0.000726924,1.025606,0.5398474,-0.13991,0.02128715,0.05077713,0.9886323,0.06754066,-0.05810102,0.3475063,0,0,0,False,False
2906,-0.001262547,1.028587,0.5367959,-0.1494107,0.02955553,0.06969722,0.9858729,0.05539708,0.009821722,0.2342415,0,0,0,False,False
2919,-0.0001975116,1.031014,0.5335995,-0.1598677,0.03689867,0.07259421,0.9837738,0.06952353,0.05887052,0.1369926,0,0,0,False,False
2934,0.001843219,1.03246,0.531658,-0.167593,0.04365361,0.06664317,0.982632,0.09607645,0.07957311,0.07745431,0,0,0,False,False
2949,0.004527725,1.033331,0.5293643,-0.1755271,0.04810866,0.05594322,0.9817057,0.124304,0.08694901,0.02530578,0,0,0,False,False
2963,0.00777513,1.033763,0.5277871,-0.1787826,0.05716456,0.04632915,0.9811333,0.1622864,0.07974803,-0.00535048,0,0,0,False,False
2975,0.01112949,1.033921,0.5269087,-0.1770171,0.06742381,0.03739383,0.9811834,0.1963132,0.06251533,-0.01762455,0,0,0,False,False
2988,0.01384928,1.034057,0.5264596,-0.1748823,0.07387422,0.03213736,0.9812879,0.2078772,0.04830861,-0.02021202,0,0,0,False,False
3002,0.01574676,1.034168,0.5261845,-0.1738232,0.07452384,0.02861729,0.9815359,0.1965266,0.03848113,-0.01870513,0,0,0,False,False
3015,0.01643855,1.03453,0.5260682,-0.1786295,0.06868709,0.025854,0.9811754,0.1610024,0.04267365,-0.01643076,0,0,0,False,False
3030,0.01707602,1.034892,0.5261855,-0.1823434,0.06611698,0.02330423,0.9807326,0.1363435,0.04431487,-0.01222486,0,0,0,False,False
3044,0.01739148,1.03492,0.5267974,-0.182737,0.0659327,0.02323286,0.9806734,0.1154031,0.03666166,-0.0008547395,0,0,0,False,False
3057,0.0174619,1.034696,0.5280113,-0.1813695,0.06630716,0.02718692,0.9808003,0.09442654,0.02504008,0.01688113,0,0,0,False,False
3072,0.0154518,1.033894,0.5287484,-0.1761715,0.06366012,0.03274215,0.9817531,0.0699008,0.003236681,0.04364395,0,0,0,False,False
3086,0.01712726,1.033556,0.5317983,-0.1679864,0.06245909,0.03434608,0.9832089,0.05247239,-0.01526369,0.06634843,0,0,0,False,False
